BookingReference,CustomerID,BookingDate,Destination,ServiceType,TripType,NumberOfTravelers,Nights,BookingChannel,BookingAmount,Status
BK202405212810,TRVL000331,2024-05-21,"Prague, Czech Republic",Complete Package,One Way,2,20,Mobile App,11131.69,Cancelled
BK202405213596,TRVL000349,2024-05-21,"Los Angeles, USA",Flight + Hotel,Multi-City,1,13,Mobile App,1122.66,Confirmed
BK202405212435,TRVL001109,2024-05-21,"Vienna, Austria",Hotel Only,Multi-City,3,7,Email,446.51,Confirmed
BK202405215636,TRVL000180,2024-05-21,"Cancun, Mexico",Hotel Only,One Way,1,7,Mobile App,597.32,Confirmed
BK202405211777,TRVL000301,2024-05-21,"Prague, Czech Republic",Hotel Only,Multi-City,2,3,Mobile App,1575.1,Confirmed
BK202405214937,TRVL001469,2024-05-21,"Rome, Italy",Complete Package,Round Trip,2,16,Mobile App,13861.06,Cancelled
BK202405217359,TRVL001323,2024-05-21,"Bali, Indonesia",Cruise,Multi-City,3,6,Travel Agent,31197.98,Confirmed
BK202405218562,TRVL001364,2024-05-21,"Prague, Czech Republic",Flight + Hotel,Multi-City,2,11,Email,1659.31,Confirmed
BK202405219649,TRVL001368,2024-05-21,"Vienna, Austria",Hotel Only,Multi-City,1,18,Travel Agent,180.41,Confirmed
BK202405219908,TRVL001482,2024-05-21,"Rome, Italy",Flight + Hotel,Round Trip,1,15,Email,1425.52,Confirmed
BK202405216125,TRVL000873,2024-05-21,"New York, USA",Flight Only,Round Trip,2,0,Mobile App,2490.15,Confirmed
BK202405217815,TRVL001449,2024-05-21,"London, UK",Complete Package,Round Trip,2,9,Mobile App,3612.99,Confirmed
BK202405216666,TRVL000978,2024-05-21,"Barcelona, Spain",Hotel Only,Multi-City,4,6,Phone,713.46,Confirmed
BK202405211255,TRVL001945,2024-05-21,"Istanbul, Turkey",Cruise,One Way,2,11,Website,17009.34,Confirmed
BK202405215119,TRVL000923,2024-05-21,Maldives,Complete Package,Multi-City,2,21,Website,4107.85,Confirmed
BK202405214557,TRVL000122,2024-05-21,Switzerland,Complete Package,Round Trip,1,12,Travel Agent,6368.64,Confirmed
BK202405214644,TRVL001810,2024-05-21,"Santorini, Greece",Complete Package,Multi-City,3,8,Mobile App,18580.87,Confirmed
BK202405228340,TRVL001090,2024-05-22,"Barcelona, Spain",Cruise,Round Trip,1,10,Website,4765.91,Confirmed
BK202405224508,TRVL000110,2024-05-22,"Copenhagen, Denmark",Flight + Hotel,Round Trip,3,4,Travel Agent,7905.82,Confirmed
BK202405228524,TRVL000253,2024-05-22,"Prague, Czech Republic",Hotel Only,Round Trip,2,4,Mobile App,777.02,Confirmed
BK202405223508,TRVL000022,2024-05-22,"Sydney, Australia",Hotel Only,One Way,2,15,Phone,861.97,Confirmed
BK202405224479,TRVL000190,2024-05-22,Switzerland,Hotel Only,Multi-City,2,10,Mobile App,797.4,Confirmed
BK202405228356,TRVL000159,2024-05-22,"Prague, Czech Republic",Flight + Hotel,Multi-City,2,14,Mobile App,2562.19,Confirmed
BK202405225567,TRVL001837,2024-05-22,Switzerland,Flight Only,Round Trip,1,0,Mobile App,795.42,Confirmed
BK202405222423,TRVL000507,2024-05-22,"Sydney, Australia",Hotel Only,One Way,2,2,Travel Agent,298.29,Confirmed
BK202405221832,TRVL000877,2024-05-22,"Amsterdam, Netherlands",Flight + Hotel,One Way,2,19,Travel Agent,1292.52,Confirmed
BK202405225897,TRVL000995,2024-05-22,"Dubai, UAE",Flight + Hotel,Multi-City,1,4,Email,2298.77,Confirmed
BK202405222377,TRVL000054,2024-05-22,Iceland,Hotel Only,Multi-City,1,8,Mobile App,630.4,Confirmed
BK202405225793,TRVL000565,2024-05-22,"Bangkok, Thailand",Cruise,Round Trip,2,10,Phone,17475.36,Confirmed
BK202405222612,TRVL001460,2024-05-22,Singapore,Flight Only,Multi-City,4,0,Phone,1435.28,Cancelled
BK202405223424,TRVL000164,2024-05-22,"Bali, Indonesia",Flight Only,Round Trip,2,0,Email,463.91,Confirmed
BK202405227406,TRVL000943,2024-05-22,"Istanbul, Turkey",Complete Package,Round Trip,1,17,Website,2160.07,Cancelled
BK202405229211,TRVL000401,2024-05-22,"Tokyo, Japan",Hotel Only,One Way,2,17,Website,382.01,Confirmed
BK202405229295,TRVL000043,2024-05-22,"Sydney, Australia",Complete Package,One Way,1,16,Mobile App,4931.11,Confirmed
BK202405225559,TRVL000316,2024-05-22,"Barcelona, Spain",Flight Only,One Way,3,0,Mobile App,2349.75,Confirmed
BK202405221054,TRVL000719,2024-05-22,"Phuket, Thailand",Hotel Only,Multi-City,2,9,Website,1203.58,Confirmed
BK202405227058,TRVL000817,2024-05-22,"Vienna, Austria",Flight Only,One Way,1,0,Website,675.63,Confirmed
BK202405229298,TRVL001365,2024-05-22,"Tokyo, Japan",Cruise,Round Trip,1,5,Mobile App,7035.29,Confirmed
BK202405223119,TRVL000613,2024-05-22,Singapore,Cruise,Multi-City,2,17,Website,13800.11,Confirmed
BK202405229981,TRVL000057,2024-05-22,"Dubai, UAE",Complete Package,Multi-City,3,3,Website,18933.17,Confirmed
BK202405229234,TRVL000870,2024-05-22,"Berlin, Germany",Flight Only,Multi-City,5,0,Travel Agent,5938.83,Confirmed
BK202405227483,TRVL001053,2024-05-22,"Miami, USA",Complete Package,Multi-City,2,14,Phone,4133.34,Confirmed
BK202405222739,TRVL000112,2024-05-22,"Copenhagen, Denmark",Cruise,One Way,2,20,Travel Agent,8514.04,Confirmed
BK202405222777,TRVL000053,2024-05-22,Switzerland,Flight Only,Multi-City,3,0,Mobile App,1216.84,Confirmed
BK202405224908,TRVL001407,2024-05-22,"Rome, Italy",Hotel Only,Multi-City,1,4,Phone,200.77,Confirmed
BK202405226699,TRVL000041,2024-05-22,Switzerland,Cruise,One Way,2,5,Mobile App,20898.09,Confirmed
BK202405224961,TRVL000115,2024-05-22,"Santorini, Greece",Hotel Only,Multi-City,1,11,Phone,177.51,Confirmed
BK202405229241,TRVL000339,2024-05-22,"Los Angeles, USA",Flight + Hotel,One Way,2,19,Mobile App,4300.76,Confirmed
BK202405231771,TRVL000402,2024-05-23,"Tokyo, Japan",Flight Only,One Way,1,0,Mobile App,857.76,Confirmed
BK202405237564,TRVL000431,2024-05-23,"Prague, Czech Republic",Flight + Hotel,One Way,1,4,Email,2117.37,Confirmed
BK202405236193,TRVL000215,2024-05-23,"Dubai, UAE",Flight Only,Multi-City,2,0,Website,1126.53,Confirmed
BK202405236484,TRVL000573,2024-05-23,"Bangkok, Thailand",Cruise,Round Trip,1,19,Mobile App,5594.38,Confirmed
BK202405231746,TRVL000108,2024-05-23,"Amsterdam, Netherlands",Cruise,Multi-City,2,9,Mobile App,15686.55,Confirmed
BK202405231365,TRVL000981,2024-05-23,"London, UK",Flight + Hotel,Multi-City,2,7,Travel Agent,3521.42,Confirmed
BK202405238997,TRVL000241,2024-05-23,"Barcelona, Spain",Complete Package,Multi-City,2,8,Phone,8540.12,Confirmed
BK202405239187,TRVL000096,2024-05-23,"Miami, USA",Complete Package,Round Trip,3,9,Mobile App,12388.84,Confirmed
BK202405237814,TRVL000016,2024-05-23,"Berlin, Germany",Cruise,Round Trip,3,21,Website,38158.86,Confirmed
BK202405238693,TRVL000932,2024-05-23,Iceland,Complete Package,One Way,3,5,Website,8235.85,Confirmed
BK202405231822,TRVL000110,2024-05-23,Singapore,Hotel Only,Multi-City,2,21,Travel Agent,261.32,Confirmed
BK202405237004,TRVL000358,2024-05-23,"Istanbul, Turkey",Hotel Only,Multi-City,2,8,Website,297.23,Confirmed
BK202405231259,TRVL000955,2024-05-23,"Barcelona, Spain",Cruise,Multi-City,4,5,Travel Agent,49485.86,Confirmed
BK202405235869,TRVL000459,2024-05-23,"Los Angeles, USA",Cruise,One Way,1,16,Phone,13040.18,Confirmed
BK202405238802,TRVL000001,2024-05-23,"Paris, France",Flight + Hotel,Multi-City,1,17,Travel Agent,2606.98,Confirmed
BK202405232185,TRVL001861,2024-05-23,"London, UK",Complete Package,Round Trip,1,2,Mobile App,8364.04,Confirmed
BK202405237872,TRVL000648,2024-05-23,"Barcelona, Spain",Hotel Only,Round Trip,6,6,Website,1142.1,Confirmed
BK202405236570,TRVL000004,2024-05-23,"Tokyo, Japan",Flight Only,Multi-City,2,0,Website,1799.7,Cancelled
BK202405237165,TRVL001751,2024-05-23,"Sydney, Australia",Cruise,One Way,2,5,Website,24558.6,Confirmed
BK202405238976,TRVL000499,2024-05-23,"Dubai, UAE",Flight + Hotel,One Way,1,3,Email,927.58,Confirmed
BK202405235905,TRVL000356,2024-05-23,"London, UK",Hotel Only,Round Trip,2,20,Website,431.02,Confirmed
BK202405232419,TRVL001223,2024-05-23,"Vienna, Austria",Cruise,Multi-City,6,19,Mobile App,16175.89,Confirmed
BK202405235152,TRVL000901,2024-05-23,"Dubai, UAE",Flight Only,Multi-City,5,0,Website,4986.39,Confirmed
BK202405239620,TRVL000461,2024-05-23,"Vienna, Austria",Flight + Hotel,One Way,2,11,Travel Agent,4741.45,Cancelled
BK202405242659,TRVL001583,2024-05-24,"New York, USA",Complete Package,Round Trip,3,19,Travel Agent,13980.13,Confirmed
BK202405245946,TRVL000366,2024-05-24,"Paris, France",Complete Package,Round Trip,4,14,Mobile App,34578.8,Confirmed
BK202405248366,TRVL000319,2024-05-24,"Prague, Czech Republic",Complete Package,One Way,2,15,Mobile App,14622.96,Confirmed
BK202405243274,TRVL000094,2024-05-24,Iceland,Flight Only,Round Trip,1,0,Mobile App,446.07,Confirmed
BK202405248311,TRVL000005,2024-05-24,"New York, USA",Cruise,One Way,2,19,Website,23507.92,Confirmed
BK202405242927,TRVL000732,2024-05-24,"New York, USA",Complete Package,Round Trip,1,16,Email,2525.48,Cancelled
BK202405246579,TRVL000814,2024-05-24,"Copenhagen, Denmark",Flight Only,Multi-City,2,0,Travel Agent,398.39,Confirmed
BK202405241465,TRVL000874,2024-05-24,"Copenhagen, Denmark",Flight + Hotel,Round Trip,5,6,Travel Agent,5685.8,Confirmed
BK202405247247,TRVL000169,2024-05-24,"Dubai, UAE",Cruise,One Way,2,12,Travel Agent,19736.25,Cancelled
BK202405246589,TRVL000530,2024-05-24,"Copenhagen, Denmark",Flight Only,Multi-City,2,0,Phone,2348.85,Confirmed
BK202405241557,TRVL000029,2024-05-24,"Bangkok, Thailand",Hotel Only,One Way,1,15,Phone,282.82,Confirmed
BK202405242105,TRVL000789,2024-05-24,"London, UK",Cruise,One Way,6,7,Mobile App,58082.73,Confirmed
BK202405242283,TRVL001131,2024-05-24,"Barcelona, Spain",Flight + Hotel,Multi-City,4,10,Website,2679.33,Confirmed
BK202405246487,TRVL000549,2024-05-24,"Rome, Italy",Complete Package,Round Trip,1,17,Travel Agent,7324.54,Confirmed
BK202405249889,TRVL001279,2024-05-24,"Cancun, Mexico",Flight Only,Round Trip,2,0,Phone,2878.91,Confirmed
BK202405247427,TRVL000031,2024-05-24,"Copenhagen, Denmark",Complete Package,Round Trip,2,7,Travel Agent,17156.19,Confirmed
BK202405241854,TRVL000079,2024-05-24,"Berlin, Germany",Cruise,Multi-City,2,5,Website,7708.31,Confirmed
BK202405249447,TRVL001019,2024-05-24,Singapore,Complete Package,One Way,2,12,Email,11812.39,Confirmed
BK202405243967,TRVL000089,2024-05-24,"Prague, Czech Republic",Flight + Hotel,Round Trip,2,7,Mobile App,4232.33,Confirmed
BK202405248591,TRVL000288,2024-05-24,"Berlin, Germany",Cruise,Round Trip,1,12,Phone,6301.52,Confirmed
BK202405247528,TRVL000901,2024-05-24,"Paris, France",Hotel Only,One Way,2,10,Email,1031.36,Confirmed
BK202405248456,TRVL000048,2024-05-24,"New York, USA",Hotel Only,Round Trip,2,5,Travel Agent,630.59,Confirmed
BK202405241965,TRVL001115,2024-05-24,"Phuket, Thailand",Complete Package,Round Trip,4,11,Travel Agent,21342.71,Cancelled
BK202405247928,TRVL001557,2024-05-24,"Sydney, Australia",Flight + Hotel,Round Trip,2,4,Email,1775.08,Confirmed
BK202405241202,TRVL000453,2024-05-24,"Cancun, Mexico",Flight Only,Multi-City,4,0,Travel Agent,3674.95,Confirmed
BK202405258900,TRVL000070,2024-05-25,Maldives,Hotel Only,Multi-City,2,3,Email,1378.67,Confirmed
BK202405252813,TRVL001908,2024-05-25,"Bali, Indonesia",Complete Package,Multi-City,4,2,Website,27139.23,Cancelled
BK202405253393,TRVL000369,2024-05-25,Maldives,Flight Only,One Way,2,0,Website,1388.37,Confirmed
BK202405251528,TRVL001468,2024-05-25,"Rome, Italy",Hotel Only,Round Trip,2,17,Email,1058.47,Confirmed
BK202405257282,TRVL000270,2024-05-25,"Dubai, UAE",Flight + Hotel,Round Trip,1,6,Website,642.77,Confirmed
BK202405256792,TRVL001544,2024-05-25,"Rome, Italy",Complete Package,One Way,2,15,Email,7614.37,Confirmed
BK202405255020,TRVL000433,2024-05-25,"Prague, Czech Republic",Flight Only,One Way,2,0,Email,743.85,Confirmed
BK202405251847,TRVL000030,2024-05-25,Maldives,Cruise,Multi-City,2,6,Phone,14807.26,Confirmed
BK202405255126,TRVL001131,2024-05-25,"Cancun, Mexico",Complete Package,One Way,1,21,Email,5889.68,Confirmed
BK202405255719,TRVL001709,2024-05-25,Iceland,Cruise,Round Trip,1,8,Travel Agent,8232.43,Confirmed
BK202405257167,TRVL000001,2024-05-25,"Copenhagen, Denmark",Cruise,One Way,2,18,Mobile App,13257.8,Confirmed
BK202405254938,TRVL000439,2024-05-25,"Barcelona, Spain",Flight Only,One Way,2,0,Mobile App,1875.63,Confirmed
BK202405251900,TRVL001967,2024-05-25,"Bangkok, Thailand",Complete Package,Multi-City,2,7,Website,16682.87,Confirmed
BK202405251981,TRVL000267,2024-05-25,"Berlin, Germany",Flight + Hotel,Multi-City,2,18,Email,3300.86,Confirmed
BK202405256384,TRVL000083,2024-05-25,"Los Angeles, USA",Hotel Only,Round Trip,2,3,Mobile App,270.46,Confirmed
BK202405263954,TRVL001647,2024-05-26,"Prague, Czech Republic",Flight Only,Multi-City,2,0,Email,1683.95,Cancelled
BK202405267395,TRVL000777,2024-05-26,Singapore,Hotel Only,Multi-City,4,3,Travel Agent,2001.2,Confirmed
BK202405265054,TRVL000014,2024-05-26,Switzerland,Flight + Hotel,Round Trip,1,6,Travel Agent,549.32,Confirmed
BK202405267345,TRVL000074,2024-05-26,"London, UK",Hotel Only,One Way,4,15,Phone,590.73,Confirmed
BK202405266916,TRVL000032,2024-05-26,Iceland,Cruise,Round Trip,2,14,Phone,18587.14,Confirmed
BK202405264876,TRVL000900,2024-05-26,Switzerland,Hotel Only,Round Trip,2,14,Website,1719.55,Confirmed
BK202405265348,TRVL000558,2024-05-26,"Istanbul, Turkey",Complete Package,One Way,1,19,Website,6890.3,Confirmed
BK202405268518,TRVL000121,2024-05-26,"Cancun, Mexico",Flight + Hotel,Multi-City,1,14,Phone,994.5,Cancelled
BK202405264283,TRVL000320,2024-05-26,Iceland,Flight + Hotel,Round Trip,4,21,Website,7268.81,Confirmed
BK202405263484,TRVL000097,2024-05-26,"Miami, USA",Flight Only,Round Trip,2,0,Email,420.4,Confirmed
BK202405264573,TRVL000803,2024-05-26,"Vienna, Austria",Hotel Only,One Way,2,3,Email,1280.08,Confirmed
BK202405269206,TRVL000595,2024-05-26,"Prague, Czech Republic",Flight Only,Round Trip,4,0,Phone,2529.77,Confirmed
BK202405262973,TRVL000070,2024-05-26,"Berlin, Germany",Hotel Only,Multi-City,2,4,Email,1288.28,Confirmed
BK202405262630,TRVL001066,2024-05-26,Switzerland,Hotel Only,Round Trip,2,2,Travel Agent,1182.34,Confirmed
BK202405262511,TRVL001111,2024-05-26,Switzerland,Hotel Only,Multi-City,2,19,Travel Agent,335.83,Confirmed
BK202405264545,TRVL000384,2024-05-26,"Istanbul, Turkey",Cruise,Multi-City,2,6,Mobile App,16946.59,Confirmed
BK202405261521,TRVL000510,2024-05-26,"New York, USA",Flight Only,Multi-City,1,0,Email,729.17,Confirmed
BK202405261386,TRVL000319,2024-05-26,"Bali, Indonesia",Complete Package,Round Trip,2,11,Travel Agent,8346.54,Confirmed
BK202405267229,TRVL000677,2024-05-26,"Phuket, Thailand",Complete Package,Round Trip,3,10,Email,23344.05,Cancelled
BK202405266488,TRVL000004,2024-05-26,Switzerland,Complete Package,Round Trip,2,11,Website,9043.8,Confirmed
BK202405261840,TRVL000223,2024-05-26,"London, UK",Hotel Only,One Way,1,16,Email,703.59,Confirmed
BK202405261105,TRVL001782,2024-05-26,"Prague, Czech Republic",Complete Package,Multi-City,2,17,Website,12102.47,Confirmed
BK202405269400,TRVL001778,2024-05-26,"Santorini, Greece",Complete Package,Multi-City,3,6,Travel Agent,24320.26,Confirmed
BK202405265321,TRVL001917,2024-05-26,"Sydney, Australia",Complete Package,One Way,3,15,Email,11149.78,Confirmed
BK202405265889,TRVL000065,2024-05-26,"Dubai, UAE",Hotel Only,Multi-City,3,15,Website,521.58,Confirmed
BK202405266335,TRVL000971,2024-05-26,"London, UK",Cruise,One Way,1,20,Phone,9699.58,Confirmed
BK202405266581,TRVL000596,2024-05-26,"Tokyo, Japan",Complete Package,One Way,2,19,Email,3923.99,Cancelled
BK202405273171,TRVL001543,2024-05-27,"Los Angeles, USA",Hotel Only,Multi-City,2,18,Website,778.92,Confirmed
BK202405272448,TRVL001489,2024-05-27,"New York, USA",Cruise,Round Trip,1,2,Website,9057.49,Confirmed
BK202405272902,TRVL001061,2024-05-27,"Tokyo, Japan",Hotel Only,Round Trip,3,2,Website,1991.48,Confirmed
BK202405276474,TRVL000911,2024-05-27,"Santorini, Greece",Flight + Hotel,Round Trip,3,5,Phone,5663.63,Confirmed
BK202405274559,TRVL000015,2024-05-27,"New York, USA",Flight Only,Multi-City,1,0,Phone,1595.65,Confirmed
BK202405277409,TRVL000124,2024-05-27,Singapore,Flight + Hotel,Round Trip,2,13,Email,2587.91,Confirmed
BK202405276080,TRVL001037,2024-05-27,"Copenhagen, Denmark",Flight + Hotel,Round Trip,1,13,Email,2269.1,Confirmed
BK202405277943,TRVL001538,2024-05-27,Switzerland,Flight + Hotel,One Way,2,13,Mobile App,3632.01,Confirmed
BK202405275682,TRVL000945,2024-05-27,"Berlin, Germany",Cruise,One Way,2,4,Phone,21489.99,Confirmed
BK202405274925,TRVL000841,2024-05-27,Switzerland,Flight Only,Multi-City,1,0,Website,403.96,Cancelled
BK202405272218,TRVL000185,2024-05-27,Singapore,Flight + Hotel,One Way,6,4,Mobile App,17175.34,Confirmed
BK202405278352,TRVL000370,2024-05-27,"New York, USA",Flight Only,One Way,3,0,Mobile App,767.93,Confirmed
BK202405277465,TRVL000001,2024-05-27,"Berlin, Germany",Complete Package,One Way,3,17,Phone,12075.96,Confirmed
BK202405274479,TRVL000107,2024-05-27,"Bangkok, Thailand",Flight Only,Round Trip,1,0,Phone,455.43,Confirmed
BK202405278650,TRVL000050,2024-05-27,"New York, USA",Complete Package,One Way,2,5,Email,8504.82,Confirmed
BK202405271045,TRVL000786,2024-05-27,"Bali, Indonesia",Cruise,One Way,1,6,Phone,10058.8,Confirmed
BK202405279105,TRVL001675,2024-05-27,"Amsterdam, Netherlands",Hotel Only,One Way,2,6,Email,432.95,Confirmed
BK202405279027,TRVL001021,2024-05-27,"Istanbul, Turkey",Complete Package,Multi-City,4,3,Email,22299.06,Confirmed
BK202405275772,TRVL001290,2024-05-27,"Los Angeles, USA",Hotel Only,Round Trip,1,17,Email,203.3,Confirmed
BK202405276907,TRVL001453,2024-05-27,"Bali, Indonesia",Cruise,Multi-City,3,15,Mobile App,27700.74,Cancelled
BK202405272370,TRVL000158,2024-05-27,"Rome, Italy",Flight Only,One Way,2,0,Email,2390.42,Confirmed
BK202405278629,TRVL000635,2024-05-27,"Santorini, Greece",Flight + Hotel,Multi-City,1,3,Email,1517.24,Confirmed
BK202405276469,TRVL000018,2024-05-27,Singapore,Cruise,One Way,4,19,Website,45950.03,Cancelled
BK202405278136,TRVL000693,2024-05-27,"Bali, Indonesia",Flight Only,One Way,3,0,Phone,1868.81,Confirmed
BK202405278627,TRVL000383,2024-05-27,"Phuket, Thailand",Hotel Only,Round Trip,2,19,Mobile App,246.92,Confirmed
BK202405273057,TRVL001538,2024-05-27,"Copenhagen, Denmark",Complete Package,One Way,1,18,Email,2594.14,Confirmed
BK202405279735,TRVL000720,2024-05-27,"Amsterdam, Netherlands",Complete Package,Multi-City,1,10,Email,5679.25,Confirmed
BK202405282506,TRVL001695,2024-05-28,Singapore,Complete Package,One Way,3,6,Email,21111.94,Confirmed
BK202405289233,TRVL000193,2024-05-28,"Tokyo, Japan",Flight Only,Multi-City,2,0,Website,2617.07,Confirmed
BK202405281749,TRVL001786,2024-05-28,"Berlin, Germany",Hotel Only,Round Trip,2,11,Travel Agent,287.99,Confirmed
BK202405284383,TRVL000057,2024-05-28,"Paris, France",Hotel Only,One Way,3,3,Email,486.68,Confirmed
BK202405285588,TRVL000830,2024-05-28,"London, UK",Flight + Hotel,Multi-City,2,13,Phone,5409.32,Confirmed
BK202405288818,TRVL001779,2024-05-28,"Miami, USA",Cruise,Round Trip,2,10,Email,6718.18,Confirmed
BK202405287843,TRVL000491,2024-05-28,"Tokyo, Japan",Cruise,One Way,2,3,Travel Agent,24747.54,Confirmed
BK202405283565,TRVL001013,2024-05-28,Switzerland,Cruise,Multi-City,1,15,Travel Agent,1852.02,Cancelled
BK202405289262,TRVL001178,2024-05-28,"Sydney, Australia",Flight Only,Round Trip,3,0,Phone,2940.12,Confirmed
BK202405286105,TRVL000163,2024-05-28,"Prague, Czech Republic",Complete Package,Round Trip,1,7,Travel Agent,2327.54,Cancelled
BK202405284793,TRVL001626,2024-05-28,"Santorini, Greece",Flight Only,Round Trip,2,0,Mobile App,1175.64,Confirmed
BK202405287100,TRVL000041,2024-05-28,"Bangkok, Thailand",Cruise,One Way,3,17,Phone,19665.03,Confirmed
BK202405289016,TRVL001080,2024-05-28,"Vienna, Austria",Flight Only,Multi-City,2,0,Phone,729.68,Confirmed
BK202405283293,TRVL000066,2024-05-28,"Berlin, Germany",Flight + Hotel,Round Trip,1,19,Mobile App,2803.56,Confirmed
BK202405281485,TRVL000255,2024-05-28,"Vienna, Austria",Complete Package,Round Trip,4,17,Travel Agent,14986.29,Confirmed
BK202405287970,TRVL001622,2024-05-28,"Rome, Italy",Flight + Hotel,Multi-City,5,2,Travel Agent,8625.19,Confirmed
BK202405287910,TRVL000211,2024-05-28,"Dubai, UAE",Flight Only,Multi-City,1,0,Phone,1274.56,Confirmed
BK202405288259,TRVL001053,2024-05-28,"Berlin, Germany",Flight Only,Round Trip,4,0,Website,1889.84,Confirmed
BK202405289470,TRVL000599,2024-05-28,"Tokyo, Japan",Flight Only,Multi-City,2,0,Email,1179.97,Confirmed
BK202405289655,TRVL000727,2024-05-28,"Prague, Czech Republic",Complete Package,One Way,1,20,Travel Agent,5904.18,Cancelled
BK202405297410,TRVL000497,2024-05-29,"Bali, Indonesia",Flight + Hotel,Multi-City,4,4,Email,8597.01,Confirmed
BK202405295596,TRVL000140,2024-05-29,"Santorini, Greece",Hotel Only,One Way,2,17,Mobile App,1001.96,Confirmed
BK202405291727,TRVL001255,2024-05-29,"Vienna, Austria",Flight Only,One Way,4,0,Website,4618.11,Confirmed
BK202405294649,TRVL001065,2024-05-29,Iceland,Flight + Hotel,One Way,4,13,Website,6962.82,Confirmed
BK202405292399,TRVL000162,2024-05-29,"Dubai, UAE",Complete Package,Multi-City,1,21,Website,1986.17,Confirmed
BK202405299080,TRVL000111,2024-05-29,"Paris, France",Cruise,Multi-City,4,10,Mobile App,25682.18,Confirmed
BK202405293980,TRVL001821,2024-05-29,"Sydney, Australia",Hotel Only,Round Trip,1,3,Travel Agent,428.99,Confirmed
BK202405298924,TRVL001613,2024-05-29,"Vienna, Austria",Hotel Only,One Way,2,20,Mobile App,262.09,Confirmed
BK202405294253,TRVL000074,2024-05-29,"Vienna, Austria",Complete Package,Multi-City,2,4,Email,12527.92,Confirmed
BK202405297965,TRVL001346,2024-05-29,"Rome, Italy",Hotel Only,Round Trip,2,21,Mobile App,174.19,Confirmed
BK202405298821,TRVL001557,2024-05-29,"Paris, France",Hotel Only,Round Trip,2,2,Phone,664.95,Confirmed
BK202405298143,TRVL000241,2024-05-29,"Copenhagen, Denmark",Hotel Only,One Way,2,4,Mobile App,1017.27,Confirmed
BK202405295694,TRVL001877,2024-05-29,Maldives,Cruise,Multi-City,1,12,Travel Agent,2875.82,Confirmed
BK202405298476,TRVL000512,2024-05-29,"Bali, Indonesia",Flight Only,One Way,1,0,Website,1588.24,Confirmed
BK202405296671,TRVL001608,2024-05-29,"Dubai, UAE",Flight Only,Multi-City,2,0,Mobile App,2901.48,Confirmed
BK202405296896,TRVL001707,2024-05-29,Switzerland,Flight + Hotel,Multi-City,2,2,Travel Agent,2571.65,Confirmed
BK202405294376,TRVL000242,2024-05-29,"Prague, Czech Republic",Cruise,One Way,2,13,Website,8573.55,Confirmed
BK202405294482,TRVL000414,2024-05-29,"Vienna, Austria",Complete Package,Round Trip,2,15,Email,14922.74,Confirmed
BK202405294831,TRVL001479,2024-05-29,"Sydney, Australia",Flight Only,One Way,1,0,Website,1040.81,Confirmed
BK202405291735,TRVL000001,2024-05-29,"Los Angeles, USA",Complete Package,One Way,1,21,Phone,2412.18,Confirmed
BK202405298084,TRVL000150,2024-05-29,"Vienna, Austria",Flight Only,One Way,2,0,Mobile App,953.53,Confirmed
BK202405295554,TRVL001366,2024-05-29,Switzerland,Flight Only,Round Trip,1,0,Website,1197.36,Confirmed
BK202405295856,TRVL000923,2024-05-29,Iceland,Complete Package,Multi-City,2,15,Email,8576.3,Confirmed
BK202405293488,TRVL000403,2024-05-29,"Barcelona, Spain",Complete Package,Multi-City,4,3,Mobile App,23559.98,Confirmed
BK202405292865,TRVL000393,2024-05-29,"New York, USA",Flight Only,Multi-City,2,0,Phone,753.7,Confirmed
BK202405307964,TRVL001471,2024-05-30,"New York, USA",Flight Only,Round Trip,1,0,Email,522.1,Confirmed
BK202405301100,TRVL001665,2024-05-30,"Sydney, Australia",Cruise,Round Trip,2,5,Email,19273.24,Confirmed
BK202405307308,TRVL000483,2024-05-30,"Phuket, Thailand",Hotel Only,One Way,1,17,Email,598.53,Confirmed
BK202405304537,TRVL000216,2024-05-30,"Tokyo, Japan",Flight + Hotel,Round Trip,2,12,Mobile App,1841.51,Confirmed
BK202405308758,TRVL000937,2024-05-30,"Vienna, Austria",Complete Package,Round Trip,2,7,Phone,4961.86,Cancelled
BK202405305663,TRVL001331,2024-05-30,"Phuket, Thailand",Complete Package,One Way,1,4,Mobile App,1945.18,Confirmed
BK202405306717,TRVL000026,2024-05-30,"Los Angeles, USA",Cruise,One Way,1,19,Phone,4672.24,Confirmed
BK202405304286,TRVL000942,2024-05-30,"New York, USA",Hotel Only,One Way,2,20,Travel Agent,872.33,Confirmed
BK202405303055,TRVL000141,2024-05-30,"Cancun, Mexico",Flight + Hotel,Round Trip,2,21,Mobile App,2632.68,Confirmed
BK202405308748,TRVL000067,2024-05-30,Singapore,Flight + Hotel,Multi-City,1,3,Phone,781.27,Confirmed
BK202405308628,TRVL000022,2024-05-30,"Cancun, Mexico",Flight Only,Multi-City,2,0,Website,2193.14,Cancelled
BK202405302531,TRVL001279,2024-05-30,Iceland,Hotel Only,One Way,2,7,Mobile App,248.55,Confirmed
BK202405309838,TRVL001324,2024-05-30,"Vienna, Austria",Complete Package,Multi-City,1,2,Website,2977.47,Confirmed
BK202405307007,TRVL000026,2024-05-30,"Los Angeles, USA",Hotel Only,Multi-City,3,15,Website,441.79,Confirmed
BK202405303442,TRVL000017,2024-05-30,"Santorini, Greece",Complete Package,One Way,1,15,Website,7743.64,Confirmed
